term,mp_id,mp_term_key,name,club,professions,profession_raw,profession_clean,profession_group,profession_group_web
9,328,9-328,Jacek Sasin,PiS,urzędnik,urzędnik,urzędnik,Administracja publiczna,Sektor publiczny i służby
9,42,9-42,Kazimierz Choma,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
9,50,9-50,Krzysztof Czarnecki,PiS,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,Administracja publiczna,Sektor publiczny i służby
9,357,9-357,Magdalena Sroka,KP,specjalista ds. administracji i zarządzania,specjalista ds. administracji i zarządzania,specjalista ds. administracji i zarządzania,Administracja publiczna,Sektor publiczny i służby
9,443,9-443,Marcelina Zawisza,Lewica,specjalista polityki społecznej,specjalista polityki społecznej,specjalista polityki społecznej,Administracja publiczna,Sektor publiczny i służby
9,200,9-200,Marcin Kulasek,Lewica,dyrektor administracyjny,dyrektor administracyjny,dyrektor administracyjny,Administracja publiczna,Sektor publiczny i służby
9,440,9-440,Marek Zagórski,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
9,202,9-202,Maria Kurowska,PiS,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,Administracja publiczna,Sektor publiczny i służby
9,25,9-25,Mariusz Błaszczak,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
9,229,9-229,Marlena Magdalena Maląg,PiS,wyższy urzędnik państwowy,wyższy urzędnik państwowy,wyższy urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
9,26,9-26,Mateusz Bochenek,KO,urzędnik samorządowy,urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
9,185,9-185,Michał Krawczyk,KO,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,Administracja publiczna,Sektor publiczny i służby
9,53,9-53,Przemysław Czarnek,PiS,wyższy urzędnik administracji rządowej,wyższy urzędnik administracji rządowej,wyższy urzędnik administracji rządowej,Administracja publiczna,Sektor publiczny i służby
9,84,9-84,Radosław Fogiel,PiS,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,Administracja publiczna,Sektor publiczny i służby
9,2,9-2,Rafał Adamczyk,Lewica,samorządowiec,samorządowiec,samorządowiec,Administracja publiczna,Sektor publiczny i służby
9,425,9-425,Ryszard Wilczyński,KO,pracownik administracji samorządowej,pracownik administracji samorządowej,pracownik administracji samorządowej,Administracja publiczna,Sektor publiczny i służby
9,44,9-44,Tadeusz Chrzan,PiS,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,Administracja publiczna,Sektor publiczny i służby
9,270,9-270,Urszula Nowogórska,KP,pracownik samorządowy,pracownik samorządowy,pracownik samorządowy,Administracja publiczna,Sektor publiczny i służby
9,306,9-306,Violetta Porowska,PiS,wyższy urzędnik państwowy,wyższy urzędnik państwowy,wyższy urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
9,189,9-189,Wojciech Król,KO,urzędnik samorządowy,urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
9,61,9-61,Władysław Dajczak,PiS,wyższy urzędnik państwowy,wyższy urzędnik państwowy,wyższy urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
9,203,9-203,Władysław Kurowski,PiS,wyższy urzędnik samorządowy,wyższy urzędnik samorządowy,wyższy urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
9,343,9-343,Zdzisław Sipiera,PiS,wyższy urzędnik państwowy,wyższy urzędnik państwowy,wyższy urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
9,49,9-49,Adam Cyrański,KO,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,216,9-216,Adam Lipiński,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,115,9-115,Agnieszka Górska,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,248,9-248,Aleksander Miszalski,KO,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,88,9-88,Aleksandra Gajewska,KO,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,96,9-96,Andrzej Gawron,PiS,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,123,9-123,Andrzej Grzyb,KP,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,124,9-124,Andrzej Gut-Mostowy,PiS,menadżer,menadżer,menadżer,Biznes i finanse,Biznes i finanse
9,355,9-355,Anita Sowińska,Lewica,ekonomistka,ekonomistka,ekonomistka,Biznes i finanse,Biznes i finanse
9,206,9-206,Anna Kwiecień,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,467,9-467,Anna Wojciechowska,KO,finansista,finansista,finansista,Biznes i finanse,Biznes i finanse
9,138,9-138,Arkadiusz Iwaniak,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,234,9-234,Arkadiusz Marchewka,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,77,9-77,Barbara Dziuk,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,433,9-433,Bogusław Wontor,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,146,9-146,Dariusz Joński,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,315,9-315,Dariusz Rosati,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,353,9-353,Dobromir Sośnierz,Konfederacja,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,99,9-99,Elżbieta Gelert,KO,menadżer ochrony zdrowia,menadżer ochrony zdrowia,menadżer ochrony zdrowia,Biznes i finanse,Biznes i finanse
9,178,9-178,Ewa Kozanecka,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,380,9-380,Ewa Szymańska,PiS,biegły rewident,biegły rewident,biegły rewident,Biznes i finanse,Biznes i finanse
9,156,9-156,Fryderyk Kapinos,PiS,dyrektor marketingu,dyrektor marketingu,dyrektor marketingu,Biznes i finanse,Biznes i finanse
9,97,9-97,Grzegorz Gaża,PiS,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,101,9-101,Hanna Gill-Piątek,KO,specjalista do spraw konsultingu,specjalista do spraw konsultingu,specjalista do spraw konsultingu,Biznes i finanse,Biznes i finanse
9,131,9-131,Iwona Hartwich,KO,sprzedawca,sprzedawca,sprzedawca,Biznes i finanse,Biznes i finanse
9,254,9-254,Izabela Katarzyna Mrzygłocka,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,374,9-374,Jan Szopiński,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,414,9-414,Jan Warzecha,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,325,9-325,Jarosław Sachajko,Kukiz15,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,232,9-232,Jerzy Małecki,PiS,specjalista bankowości,specjalista bankowości,specjalista bankowości,Biznes i finanse,Biznes i finanse
9,85,9-85,Joanna Frydrych,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,255,9-255,Joanna Mucha,Polska2050,ekonomistka,ekonomistka,ekonomistka,Biznes i finanse,Biznes i finanse
9,369,9-369,Józefa Szczurek-Żelazko,PiS,menedżer ochrony zdrowia,menedżer ochrony zdrowia,menedżer ochrony zdrowia,Biznes i finanse,Biznes i finanse
9,153,9-153,Krystian Kamiński,Konfederacja,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,400,9-400,Krzysztof Truskolaski,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,473,9-473,Leszek Kowalczyk,PiS,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,116,9-116,Maciej Górski,PiS,dyrektor operacyjny,dyrektor operacyjny,dyrektor operacyjny,Biznes i finanse,Biznes i finanse
9,167,9-167,Maciej Kopiec,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,82,9-82,Magdalena Filiks,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,72,9-72,Marek Dyduch,Lewica,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,354,9-354,Marek Sowa,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,421,9-421,Marek Wesoły,PiS,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,143,9-143,Maria Małgorzata Janyska,KO,ekonomistka,ekonomistka,ekonomistka,Biznes i finanse,Biznes i finanse
9,107,9-107,Marta Golbik,KO,ekonomistka,ekonomistka,ekonomistka,Biznes i finanse,Biznes i finanse
9,419,9-419,Marta Wcisło,KO,przedsiębiorca - menedżer,przedsiębiorca - menedżer,przedsiębiorca - menedżer,Biznes i finanse,Biznes i finanse
9,142,9-142,Małgorzata Janowska,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,264,9-264,Małgorzata Niemczyk,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,290,9-290,Małgorzata Pępek,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,407,9-407,Michał Urbaniak,Konfederacja,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,157,9-157,Mieczysław Kasprzak,KP,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,362,9-362,Mirosław Suchoń,Polska2050,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,424,9-424,Monika Wielichowska,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,422,9-422,Patryk Wicher,PiS,menadżer,menadżer,menadżer,Biznes i finanse,Biznes i finanse
9,132,9-132,Paulina Hennig-Kloska,Polska2050,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,242,9-242,Paulina Matysiak,Lewica,kierownik działu finansowego,kierownik działu finansowego,kierownik działu finansowego,Biznes i finanse,Biznes i finanse
9,137,9-137,Paweł Hreniak,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,191,9-191,Paweł Krutul,Lewica,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,277,9-277,Paweł Olszewski,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,305,9-305,Paweł Poncyljusz,KO,technik ekonomista,technik ekonomista,technik ekonomista,Biznes i finanse,Biznes i finanse
9,375,9-375,Paweł Szramka,KO,specjalista do spraw logistyki,specjalista do spraw logistyki,specjalista do spraw logistyki,Biznes i finanse,Biznes i finanse
9,441,9-441,Paweł Zalewski,Polska2050,konsultant,konsultant,konsultant,Biznes i finanse,Biznes i finanse
9,67,9-67,Przemysław Drabek,PiS,menadżer,menadżer,menadżer,Biznes i finanse,Biznes i finanse
9,205,9-205,Robert Kwiatkowski,LD,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,272,9-272,Robert Obaz,Lewica,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
9,37,9-37,Stanisław Bukowiec,KP,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,459,9-459,Stanisław Żuk,Kukiz15,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
9,465,9-465,Szymon Pogoda,PiS,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
9,262,9-262,Sławomir Neumann,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,12,9-12,Tadeusz Aziewicz,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,393,9-393,Tadeusz Tomaszewski,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,283,9-283,Teresa Pamuła,PiS,dyrektor zarządzający,dyrektor zarządzający,dyrektor zarządzający,Biznes i finanse,Biznes i finanse
9,341,9-341,Tomasz Siemoniak,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,398,9-398,Tomasz Trela,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,448,9-448,Urszula Zielińska,KO,kierownik do spraw marketingu,kierownik do spraw marketingu,kierownik do spraw marketingu,Biznes i finanse,Biznes i finanse
9,461,9-461,Waldemar Olejniczak,PiS,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
9,366,9-366,Wiesław Szczepański,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,327,9-327,Wojciech Saługa,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
9,469,9-469,Zbigniew Ajchler,niez.,przedsiębiorca rolny,przedsiębiorca rolny,przedsiębiorca rolny,Biznes i finanse,Biznes i finanse
9,466,9-466,Łukasz Mejza,niez.,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
9,431,9-431,Agata Katarzyna Wojtyszek,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,75,9-75,Agnieszka Dziemianowicz-Bąk,Lewica,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,383,9-383,Agnieszka Ścigaj,PS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
9,463,9-463,Andrzej Szlachta,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,197,9-197,Anita Kucharska-Dziedzic,Lewica,nauczycielka akademicka-nauki humanistyczne,nauczycielka akademicka-nauki humanistyczne,nauczycielka akademicka-nauki humanistyczne,Edukacja i nauka,Edukacja i nauka
9,190,9-190,Anna Krupka,PiS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
9,245,9-245,Anna Milczanowska,PiS,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,227,9-227,Antoni Macierewicz,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,54,9-54,Arkadiusz Czartoryski,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,73,9-73,Artur Dziambor,niez.,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,342,9-342,Bartłomiej Sienkiewicz,KO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,226,9-226,Beata Maciejewska,niez.,edukatorka,edukatorka,edukatorka,Edukacja i nauka,Edukacja i nauka
9,36,9-36,Borys Budka,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,340,9-340,Czesław Siekierski,KP,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,160,9-160,Dariusz Klimczak,KP,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,297,9-297,Dariusz Piontkowski,PiS,nauczyciel historii,nauczyciel historii,nauczyciel historii,Edukacja i nauka,Edukacja i nauka
9,92,9-92,Elżbieta Gapińska,KO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,312,9-312,Ireneusz Raś,KP,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,180,9-180,Iwona Maria Kozłowska,KO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,243,9-243,Iwona Michałek,KP,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,213,9-213,Izabela Leszczyna,KO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,462,9-462,Jacek Kurzępa,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,114,9-114,Jarosław Gowin,niez.,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,406,9-406,Jarosław Urbaniak,KO,logik,logik,logik,Edukacja i nauka,Edukacja i nauka
9,29,9-29,Joanna Borowiak,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,79,9-79,Joanna Fabisiak,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,331,9-331,Joanna Scheuring-Wielgus,Lewica,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
9,336,9-336,Joanna Senyszyn,LD,profesor,profesor,profesor,Edukacja i nauka,Edukacja i nauka
9,59,9-59,Katarzyna Czochara,PiS,filolog germański,filolog germański,filolog germański,Edukacja i nauka,Edukacja i nauka
9,173,9-173,Katarzyna Kotula,Lewica,filolog angielski,filolog angielski,filolog angielski,Edukacja i nauka,Edukacja i nauka
9,186,9-186,Katarzyna Kretkowska,Lewica,nauczycielka,nauczycielka,nauczycielka,Edukacja i nauka,Edukacja i nauka
9,220,9-220,Katarzyna Lubnauer,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,405,9-405,Katarzyna Ueberhan,Lewica,filozofka,filozofka,filozofka,Edukacja i nauka,Edukacja i nauka
9,251,9-251,Kazimierz Moskal,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,258,9-258,Killion Munyama,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,95,9-95,Krzysztof Gawkowski,Lewica,nauczyciel akademicki - nauki humanistyczne,nauczyciel akademicki - nauki humanistyczne,nauczyciel akademicki - nauki humanistyczne,Edukacja i nauka,Edukacja i nauka
9,118,9-118,Krzysztof Grabczuk,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,215,9-215,Krzysztof Lipiec,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,291,9-291,Krzysztof Piątkowski,KO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,38,9-38,Lidia Burzyńska,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,98,9-98,Maciej Gdula,Lewica,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
9,233,9-233,Maciej Małecki,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,418,9-418,Maciej Wąsik,PiS,archeolog,archeolog,archeolog,Edukacja i nauka,Edukacja i nauka
9,22,9-22,Magdalena Biejat,Lewica,socjolożka,socjolożka,socjolożka,Edukacja i nauka,Edukacja i nauka
9,224,9-224,Magdalena Łośko,KO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,273,9-273,Marcin Ociepa,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,193,9-193,Marek Krząkała,KO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,319,9-319,Marek Rutka,Lewica,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,322,9-322,Marek Rząsa,KO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
9,464,9-464,Mariusz Gosek,PiS,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,154,9-154,Mariusz Kamiński,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,397,9-397,Małgorzata Tracz,KO,specjalista do spraw szkoleń,specjalista do spraw szkoleń,specjalista do spraw szkoleń,Edukacja i nauka,Edukacja i nauka
9,71,9-71,Michał Dworczyk,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,18,9-18,Mieczysław Baszko,PiS,nauczyciel wychowania fizycznego,nauczyciel wychowania fizycznego,nauczyciel wychowania fizycznego,Edukacja i nauka,Edukacja i nauka
9,358,9-358,Mirosława Stachowiak-Różecka,PiS,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,174,9-174,Paweł Kowal,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,217,9-217,Paweł Lisiecki,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,284,9-284,Paweł Papke,KO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,14,9-14,Piotr Babinetz,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,105,9-105,Piotr Gliński,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,417,9-417,Piotr Wawrzyk,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,122,9-122,Rafał Grupiński,KO,historyk kultury,historyk kultury,historyk kultury,Edukacja i nauka,Edukacja i nauka
9,392,9-392,Ryszard Terlecki,PiS,wykładowca akademicki,wykładowca akademicki,wykładowca akademicki,Edukacja i nauka,Edukacja i nauka
9,403,9-403,Stanisław Tyszka,Konfederacja,wykładowca akademicki,wykładowca akademicki,wykładowca akademicki,Edukacja i nauka,Edukacja i nauka
9,436,9-436,Tadeusz Woźniak,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,412,9-412,Teresa Wargocka,PiS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
9,106,9-106,Tomasz Głogowski,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,212,9-212,Tomasz Lenz,KO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,275,9-275,Tomasz Olichwer,KO,filolog polski,filolog polski,filolog polski,Edukacja i nauka,Edukacja i nauka
9,346,9-346,Waldemar Sługocki,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,76,9-76,Waldy Dzikowski,KO,chemik,chemik,chemik,Edukacja i nauka,Edukacja i nauka
9,269,9-269,Wanda Nowicka,Lewica,filolożka klasyczna,filolożka klasyczna,filolożka klasyczna,Edukacja i nauka,Edukacja i nauka
9,39,9-39,Wiesław Buż,Lewica,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
9,16,9-16,Władysław Teofil Bartoszewski,KP,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,394,9-394,Włodzimierz Tomaszewski,PiS,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
9,64,9-64,Zbigniew Dolata,PiS,nauczyciel historii,nauczyciel historii,nauczyciel historii,Edukacja i nauka,Edukacja i nauka
9,102,9-102,Zbigniew Girzyński,PS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
9,165,9-165,Zbigniew Konwiński,KO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
9,194,9-194,Henryka Krzywonos-Strycharska,KO,maszynistka biurowa,maszynistka biurowa,maszynistka biurowa,Inne,Inne
9,33,9-33,Krzysztof Bosak,Konfederacja,działacz społeczny,działacz społeczny,działacz społeczny,Inne,Inne
9,164,9-164,Maciej Konieczny,Lewica,zawodowy działacz organizacji pozarządowej,zawodowy działacz organizacji pozarządowej,zawodowy działacz organizacji pozarządowej,Inne,Inne
9,268,9-268,Danuta Nowicka,PiS,metalurg,metalurg,metalurg,Inżynieria i techniczne,Technika i IT
9,423,9-423,Dariusz Wieczorek,Lewica,inżynier elektryk,inżynier elektryk,inżynier elektryk,Inżynieria i techniczne,Technika i IT
9,360,9-360,Franciszek Sterczewski,KO,architekt,architekt,architekt,Inżynieria i techniczne,Technika i IT
9,239,9-239,Grzegorz Matusiak,PiS,inż. energetyk,inż. energetyk,inż. energetyk,Inżynieria i techniczne,Technika i IT
9,8,9-8,Jan Krzysztof Ardanowski,PiS,inżynier rolnictwa,inżynier rolnictwa,inżynier rolnictwa,Inżynieria i techniczne,Technika i IT
9,386,9-386,Janusz Śniadek,PiS,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
9,323,9-323,Jarosław Rzepa,KP,inżynier ogrodnik,inżynier ogrodnik,inżynier ogrodnik,Inżynieria i techniczne,Technika i IT
9,28,9-28,Jerzy Borowczak,KO,technik mechanik,technik mechanik,technik mechanik,Inżynieria i techniczne,Technika i IT
9,237,9-237,Jerzy Materna,PiS,inżynier budownictwa ogólnego,inżynier budownictwa ogólnego,inżynier budownictwa ogólnego,Inżynieria i techniczne,Technika i IT
9,287,9-287,Jerzy Paul,PiS,inżynier ogrodnictwa,inżynier ogrodnictwa,inżynier ogrodnictwa,Inżynieria i techniczne,Technika i IT
9,109,9-109,Kazimierz Gołojuch,PiS,inżynier mechanizacji rolnictwa,inżynier mechanizacji rolnictwa,inżynier mechanizacji rolnictwa,Inżynieria i techniczne,Technika i IT
9,298,9-298,Kazimierz Plocke,KO,inżynier rolnik,inżynier rolnik,inżynier rolnik,Inżynieria i techniczne,Technika i IT
9,87,9-87,Krzysztof Gadowski,KO,mgr inż. transportu,mgr inż. transportu,mgr inż. transportu,Inżynieria i techniczne,Technika i IT
9,179,9-179,Krzysztof Janusz Kozik,PiS,inżynier górnik górnictwo podziemne,inżynier górnik górnictwo podziemne,inżynier górnik górnictwo podziemne,Inżynieria i techniczne,Technika i IT
9,208,9-208,Maciej Lasek,KO,inżynier lotniczy budowy płatowców,inżynier lotniczy budowy płatowców,inżynier lotniczy budowy płatowców,Inżynieria i techniczne,Technika i IT
9,126,9-126,Marcin Gwóźdź,PiS,inżynier,inżynier,inżynier,Inżynieria i techniczne,Technika i IT
9,159,9-159,Marcin Kierwiński,KO,inżynier elektronik,inżynier elektronik,inżynier elektronik,Inżynieria i techniczne,Technika i IT
9,121,9-121,Marek Gróbarczyk,PiS,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
9,329,9-329,Marek Sawicki,KP,inżynier rolnictwa,inżynier rolnictwa,inżynier rolnictwa,Inżynieria i techniczne,Technika i IT
9,399,9-399,Mariusz Trepka,PiS,inżynier organizacji i planowania produkcji,inżynier organizacji i planowania produkcji,inżynier organizacji i planowania produkcji,Inżynieria i techniczne,Technika i IT
9,40,9-40,Małgorzata Chmiel,KO,inżynier architekt,inżynier architekt,inżynier architekt,Inżynieria i techniczne,Technika i IT
9,20,9-20,Paweł Bejda,KP,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
9,91,9-91,Ryszard Galla,niez.,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
